institution_name,pays,type_financement
Leprosy Research Initiative,nan,1
"Lerner Research Institute, Cleveland Clinic",nan,0
Les Laboratories Pierre Fabre,nan,1
Les Turner ALS Foundation,nan,1
Leukaemia UK,nan,1
Leukaemia and Blood Cancer New Zealand,nan,1
Leukaemia and Lymphoma Research,nan,1
Leukemia Research Foundation,nan,1
Leukaemia and Lymphoma Research,nan,1
Leukemia and Lymphoma Society,nan,1
Leuphana Universität Lüneburg,nan,0
Leverhulme Centre for Integrative Research on Agriculture and Health,nan,2
Leverhulme Research Centre for Functional Materials Design,nan,2
Leverhulme Trust,nan,1
Lewis B. and Dorothy Cullman Foundation,nan,1
Lewy Body Dementia Association,nan,1
Li Ka Shing Foundation,nan,1
Liaocheng University,nan,0
Liaoning Academy of Agricultural Sciences,nan,0
Liaoning Revitalization Talents Program,nan,0
Liber Ero Foundation,nan,1
Libera Università di Bolzano,nan,1
Liberty Mutual Research Institute for Safety,nan,1
Lietuvos Mokslo Taryba,nan,0
Lietuvos Mokslų Akademija,nan,0
Life Science Center for Survival Dynamics Tsukuba Advanced Research Alliance,nan,0
Life Science Foundation of Japan,nan,1
"Life Sciences Division, Army Research Office",nan,0
Life Sciences Research Foundation,nan,1
Life Sciences Research Network Wales,nan,2
"Life Sciences, University of California, Los Angeles",nan,0
Life Technologies Corporation,nan,1
LifeArc,nan,1
LifeScan,nan,1
LifeWatch – Niclas Öberg Foundation,nan,1
Liga Portuguesa Contra o Cancro,nan,0
Light Metals Educational Foundation,nan,1
Ligue Contre le Cancer,nan,0
Ligue Genevoise Contre le Cancer,nan,0
Lilly Deutschland,nan,1
Lilly Endowment,nan,1
Lily Foundation,nan,1
Limb Girdle Muscular Dystrophy 2I,nan,0
Limb Girdle Muscular Dystrophy 2i Research Fund,nan,1
Lincoln Institute of Land Policy,nan,1
"Lincoln Laboratory, Massachusetts Institute of Technology",nan,1
Lincoln Memorial University,nan,1
Lincoln University,nan,0
Linda C. Campbell Foundation,nan,1
"Lineberger Comprehensive Cancer Center, University of North Carolina at Chapel Hill",nan,0
Lingnan University,nan,0
Link Foundation,nan,1
Linköpings Universitet,nan,0
Linnean Society of London,nan,1
Linnéuniversitetet,nan,0
Lions Clubs International Foundation,nan,1
Lisa Dean Moseley Foundation,nan,1
Lishui University,nan,0
Lister Hill National Center for Biomedical Communications,nan,0
Lister Institute of Preventive Medicine,nan,0
Little Family Foundation,nan,1
Little Princess Trust,nan,1
LivaNova,nan,1
"Liver Center, Saint Louis University",nan,0
"Liver Center, University of California, San Francisco",nan,0
Liverpool John Moores University,nan,0
Liverpool School of Tropical Medicine,nan,0
Living With Hope Foundation,nan,1
Liz Claiborne Art Ortenberg Foundation,nan,1
Lizard Island Reef Research Foundation,nan,1
Lloyd's Register,nan,1
Lloyd's Register Foundation,nan,1
Llywodraeth Cymru,nan,0
Lockheed Martin,nan,1
Lockheed Martin Corporation,nan,1
Loma Linda University,nan,0
Lomonosov Moscow State University,nan,0
Lon V. Smith Foundation,nan,1
London Business School,nan,1
London Health Sciences Centre,nan,0
London School of Economics and Political Science,nan,1
London School of Hygiene and Tropical Medicine,nan,0
Long Island University,nan,1
Loo och Hans Ostermans Stiftelse för Medicinsk Forskning,nan,1
Lord Foundation of North Carolina,nan,1
Lorentz Center,nan,0
Lorestan University of Medical Sciences,nan,0
Los Alamos National Laboratory,nan,0
Lotte and John Hecht Memorial Foundation,nan,1
Lottery Health Research,nan,1
Lotto New Zealand,nan,1
Loughborough University,nan,0
Louis and Harold Price Foundation,nan,1
Louis-Jeantet Foundation,nan,1
Louisiana Academy of Sciences,nan,0
Louisiana Board of Regents,nan,0
Louisiana Clinical and Translational Science Center,nan,2
Louisiana Department of Wildlife and Fisheries,nan,0
Louisiana Gene Therapy Research Consortium,nan,2
Louisiana Space Consortium,nan,0
Louisiana Space Grant Consortium,nan,0
Louisiana State University,nan,0
Louisville Institute,nan,0
Lowe Syndrome Association,nan,1
Lowy Medical Research Institute,nan,1
Loxo Oncology,nan,1
Loyola Marymount University,nan,1
Loyola University Chicago,nan,1
Lubrizol,nan,1
Luc Hoffmann Institute,nan,1
Lucas Foundation,nan,1
Lucille P. Markey Charitable Trust,nan,1
Ludwig Boltzmann Gesellschaft,nan,0
Ludwig Center at Harvard,nan,1
Ludwig Center for Molecular Oncology,nan,1
Ludwig Family Foundation,nan,1
Ludwig Institute for Cancer Research,nan,1
Ludwig-Maximilians-Universität München,nan,0
Lund University Medical Faculty Foundation,nan,2
Lundbeck Canada,nan,1
Lundbeckfonden,nan,1
Lunds Universitet,nan,0
Lung Cancer Research Foundation,nan,1
Lung Foundation Australia,nan,1
Lung Foundation Netherlands,nan,1
Lunge Zürich,nan,1
Lungenliga Schweiz,nan,1
Luonnontieteiden ja Tekniikan Tutkimuksen Toimikunta,nan,0
Lupus Foundation of America,nan,1
Lupus Research Alliance,nan,1
Lupus Research Institute,nan,1
Lustgarten Foundation,nan,1
Luxembourg Institute of Science and Technology,nan,0
Lyda Hill Foundation,nan,1
Lyda Hill Philanthropies,nan,1
Lyme Disease Association,nan,1
Lymphoma Foundation,nan,1
Lymphoma Research Foundation,nan,1
Lynch Foundation,nan,1
Lynn Sage Cancer Research Foundation,nan,1
Lynne Cohen Foundation for Ovarian Cancer Research,nan,1
"Lékařská Fakulta v Plzni, Univerzita Karlova",nan,0
"Lékařská fakulta, Masarykova univerzita",nan,0
M.J. Murdock Charitable Trust,nan,1
M.S.I. Foundation,nan,1
MARUM – Zentrum für Marine Umweltwissenschaften,nan,0
MAVA Foundation,nan,1
MAYDAY Fund,nan,1
"MCubed, University of Michigan",nan,0
MDC,nan,0
MED-EL Medical Electronics,nan,1
MEI Pharma,nan,1
MELiSSA Foundation,nan,1
METAvivor,nan,1
"MIND Institute, University of California, Davis",nan,0
MIT Media Lab,nan,1
MIT Portugal,nan,2
"MIT Sea Grant, Massachusetts Institute of Technology",nan,1
MND Scotland,nan,1
MPN Stichting,nan,1
MPS España,nan,1
MQ: Transforming Mental Health,nan,1
MSD France,nan,1
MSD K.K.,nan,1
"MSD Life Science Foundation, Public Interest Incorporated Foundation",nan,2
MSDAVENIR,nan,2
Maa- ja MetsätalousministeriÖ,nan,0
Maa- ja Vesitekniikan Tuki Ry,nan,0
Maag Lever Darm Stichting,nan,1
Maastricht Universitair Medisch Centrum,nan,0
Macalester College,nan,1
Macau University of Science and Technology Foundation,nan,1
Macaulay Development Trust,nan,1
"Mack Institute for Innovation Management, Wharton School, University of Pennsylvania",nan,1
Macquarie University,nan,0
MacroGenics,nan,1
Macula Foundation,nan,1
Macula Society,nan,1
Macula Vision Research Foundation,nan,1
Macular Disease Foundation Australia,nan,1
Madaus,nan,1
Maddie's Fund,nan,1
Madrigal Pharmaceuticals,nan,1
Mae Fah Luang University,nan,0
"Magdalene College, University of Cambridge",nan,0
Magee-Womens Research Institute,nan,0
Magistrat der Stadt Wien,nan,0
Magnus Bergvalls Stiftelse,nan,1
Magnus Ehrnroothin Säätiö,nan,1
Magyar Tudományos Akadémia,nan,0
Magyar Ösztöndíj Bizottság,nan,0
Magyarország Kormánya,nan,0
"Maharishi Markandeshwar University, Mullana",nan,0
Mahatma Gandhi University,nan,0
Mahidol University,nan,0
"Mailman School of Public Health, Columbia University",nan,1
Maine Agricultural and Forest Experiment Station,nan,0
Maine Medical Center Research Institute,nan,0
Maine Space Grant Consortium,nan,0
"Mainz Institute for Theoretical Physics, Johannes Gutenberg University Mainz",nan,0
Maj ja Tor Nesslingin Säätiö,nan,1
Major Program of National Fund of Philosophy and Social Science of China,nan,0
Major Research Plan,nan,0
Major Science and Technology Program for Water Pollution Control and Treatment,nan,0
Major Science and Technology Projects in Anhui Province,nan,0
Major State Basic Research Development Program of China,nan,0
Making Headway Foundation,nan,1
"Malaviya National Institute of Technology, Jaipur",nan,0
Mallinckrodt Pharmaceuticals,nan,1
Malmö Högskola,nan,0
Malta Council for Science and Technology,nan,0
Manchester Biomedical Research Centre,nan,2
Manitoba Beekeepers' Association,nan,1
Manitoba Hydro,nan,0
MannKind Corporation,nan,1
Manton Foundation,nan,1
Marathon,nan,1
March of Dimes Canada,nan,1
March of Dimes Foundation,nan,1
Marcus Foundation,nan,1
Marcus Wallenbergs Stiftelse för Internationellt Vetenskapligt Samarbete,nan,1
Marcus och Amalia Wallenbergs minnesfond,nan,1
Marfan Foundation,nan,1
Margaret A. Cargill Foundation,nan,1
"Margaret and Herman Sokol Institute for Pharmaceutical Life Sciences, Montclair State University",nan,2
Margot Marsh Biodiversity Foundation,nan,1
"Marie Bashir Institute, University of Sydney",nan,0
Marie Curie,nan,0
Marie-Claire Cronstedts Stiftelse,nan,1
Marie-Josée and Henry R. Kravis Center for Molecular Oncology,nan,1
Marine Alliance for Science and Technology for Scotland,nan,2
Marine Biological Laboratory,nan,0
Marine Biotechnology ERA-NET,nan,2
Marine Corps Warfighting Laboratory,nan,0
Marine Environmental Observation Prediction and Response Network,nan,0
Marine Institute,nan,0
Marine Mammal Commission,nan,0
Marine National Facility,nan,0
Marine S&T Fund of Shandong Province,nan,2
Marine Station at Fort Pierce,nan,0
Marinus Pharmaceuticals,nan,1
Marisla Foundation,nan,1
Mark Foundation For Cancer Research,nan,1
Mark Hughes Foundation,nan,1
Marketing Science Institute,nan,2
"Markets, Organizations and Votes in Economics",nan,2
"Markey Cancer Center, University of Kentucky",nan,0
"Maroun Semaan Faculty of Engineering and Architecture, American University of Beirut",nan,1
Marquette University,nan,0
Mars,nan,1
Marsden Fund,nan,0
Marshall Space Flight Center,nan,0
Marshallplan-Jubiläumsstiftung,nan,2
Martin Family Foundation,nan,1
Martin Rinds Stiftelse,nan,1
Mary K. Chapman Foundation,nan,1
Mary Kay Foundation,nan,1
Mary och Georg C. Ehrnrooths Stiftelse,nan,1
Maryland Advanced Research Computing Center,nan,0
Maryland Department of Transportation,nan,0
Maryland Higher Education Commission,nan,0
Maryland Industrial Partnerships,nan,2
Maryland Ornithological Society,nan,0
"Maryland Population Research Center, University of Maryland",nan,0
Maryland Stem Cell Research Fund,nan,0
Masarykova Univerzita,nan,0
Masason Foundation,nan,1
Masato Kawano Memorial Public Interest Foundation for Promotion of Pediatrics,nan,1
Masdar Institute of Science and Technology,nan,2
Mashhad University of Medical Sciences,nan,0
Masimo,nan,1
Mason Medical Research Trust,nan,1
Massachusetts Department of Agricultural Resources,nan,0
Massachusetts Department of Fish and Game,nan,0
Massachusetts Eye and Ear,nan,0
Massachusetts General Hospital,nan,0
Massachusetts Institute of Technology,nan,1
Massachusetts Life Sciences Center,nan,0
Massachusetts Medical Society,nan,0
Massey Cancer Center,nan,0
Massey University,nan,0
Mastocytosis Society,nan,0
Matching Planner Program,nan,2
Mater Foundation,nan,1
Material Measurement Laboratory,nan,0
"Materials Research Institute, Pennsylvania State University",nan,0
"Materials Research Science and Engineering Center, Harvard University",nan,1
"Materials Research Science and Engineering Center, Northwestern University",nan,0
"Materials Research Science and Engineering Center, University of California, San Diego",nan,0
Materials and Energy Research Center,nan,0
Materials and Life Science Experimental Facility,nan,0
Materials and Manufacturing Directorate,nan,0
Materials innovation institute,nan,2
Maternal and Child Health Bureau,nan,0
MathWorks,nan,1
Mathematical Association of America,nan,0
"Mathematics Division, National Center for Theoretical Sciences",nan,0
Mathematisches Forschungsinstitut Oberwolfach,nan,0
Mats Paulssons Stiftelse,nan,1
Matsumae International Foundation,nan,1
Matthias Lackas-Stiftung,nan,1
Mattilsynet,nan,0
Maud Kuistilan Muistosäätiö,nan,1
Maudsley Charity,nan,1
Mauna Kea Technologies,nan,1
Max Kade Foundation,nan,1
Max Planck Institute for Nuclear Physics,nan,0
Max Planck Instituut voor Psycholinguïstiek,nan,0
Max Planck School of Photonics,nan,0
Max and Minnie Tomerlin Voelcker Fund,nan,1
Max-Planck-Förderstiftung,nan,0
Max-Planck-Gesellschaft,nan,0
Max-Planck-Institut für Astronomie,nan,0
Max-Planck-Institut für Astrophysik,nan,0
Max-Planck-Institut für Bildungsforschung,nan,0
Max-Planck-Institut für Eisenforschung,nan,0
Max-Planck-Institut für Evolutionäre Anthropologie,nan,0
Max-Planck-Institut für Kognitions- und Neurowissenschaften,nan,0
Max-Planck-Institut für Menschheitsgeschichte,nan,0
Max-Planck-Institut für Physik Komplexer Systeme,nan,0
Max-Planck-Institut für Polymerforschung,nan,0
Max-Planck-Institut für Terrestrische Mikrobiologie,nan,0
Max-Planck-Institut für demografische Forschung,nan,0
Mayo Clinic,nan,2
Mayo Foundation for Medical Education and Research,nan,2
Mazak Foundation,nan,1
"McCormick School of Engineering, Northwestern University",nan,0
McCune Foundation,nan,1
McCusker Charitable Foundation,nan,1
McDonald Institute for Archaeological Research,nan,0
McDonnell Center for Systems Neuroscience,nan,0
"McDonnell Center for the Space Sciences, Washington University in St. Louis",nan,0
McGill University,nan,0
McGill University Health Centre,nan,2
"McGovern Institute for Brain Research, Massachusetts Institute of Technology",nan,1
McGovern Medical School,nan,0
McKnight Endowment Fund for Neuroscience,nan,1
McKnight Foundation,nan,1
McLaughlin Family Foundation,nan,1
McLean Foundation,nan,1
McLean Hospital,nan,0
"McMaster Institute for Research on Aging, McMaster University",nan,0
McMaster University,nan,0
Mead Johnson Nutrition,nan,1
Meadows Foundation,nan,1
Mechanics Electronics Computer Corporation,nan,1
"Mechanobiology Institute, Singapore",nan,0
Mecklenburg County Area Mental Health Authority,nan,0
MedDay Pharmaceuticals,nan,1
MedImmune,nan,1
MedStar Health Research Institute,nan,0
Medac,nan,1
Media Development Authority - Singapore,nan,0
MediaTek,nan,1
Medical Advances Without Animals Trust,nan,1
"Medical Center, University of Pittsburgh",nan,0
"Medical Center, University of Rochester",nan,0
Medical College of Wisconsin,nan,0
Medical College of Wisconsin Cancer Center,nan,0
Medical Council of Canada,nan,0
"Medical Engineering Centre, King's College London",nan,0
Medical Research Centre,nan,0
Medical Research Council,nan,0
Medical Research Council Canada,nan,0
Medical Research Council Centre for Medical Mycology,nan,0
Medical Research Council Centre for Neurodevelopmental Disorders,nan,0
